Image Name,Extracted Text,Confidence,Points
1.jpg,Cord,0.25771406292915344,"[[29, 31], [58, 31], [58, 46], [29, 46]]"
1.jpg,Mcdicol Hospital,0.7634348560362246,"[[53, 19], [150, 19], [150, 47], [53, 47]]"
1.jpg,Zlii,0.25865018367767334,"[[60.41000317999046, 6.456005087984736], [109.56719595074178, 2.447741983272417], [111.58999682000955, 27.543994912015265], [61.43280404925823, 31.552258016727585]]"
10.jpg,PrInce Motecb,0.8676986195911557,"[[25, 133], [125, 133], [125, 154], [25, 154]]"
10.jpg,Ibn Abdui Aziz,0.6462528240503701,"[[24, 152], [126, 152], [126, 173], [24, 173]]"
10.jpg,Strcct,0.4725715090399971,"[[55, 171], [103, 171], [103, 190], [55, 190]]"
11.jpg,Li,0.194336601475212,"[[7, 86], [70, 86], [70, 112], [7, 112]]"
11.jpg,PrInce Motccb,0.5261590749811689,"[[22, 142], [127, 142], [127, 167], [22, 167]]"
11.jpg,Ibn Abdul Azlz,0.7396095418607748,"[[19, 163], [130, 163], [130, 187], [19, 187]]"
11.jpg,Strect,0.8619925372867683,"[[47, 184], [98, 184], [98, 203], [47, 203]]"
11.jpg,1 i 5 ^,0.9527896488037904,"[[63.33589941132431, 86.50384911698647], [137.55497495011363, 74.42770772300699], [141.6641005886757, 106.49615088301353], [67.44502504988637, 117.57229227699301]]"
12.jpg,Road,0.9999659657478333,"[[97, 1], [153, 1], [153, 29], [97, 29]]"
12.jpg,city Center,0.9833592026654361,"[[60, 63], [184, 63], [184, 95], [60, 95]]"
13.jpg,SLOW,0.9662756323814392,"[[9, 34], [61, 34], [61, 59], [9, 59]]"
14.jpg,0X,0.19174835376533197,"[[12, 8], [57, 8], [57, 28], [12, 28]]"
14.jpg,Ai Nandon,0.2027984896130593,"[[5, 43], [66, 43], [66, 58], [5, 58]]"
14.jpg,Roud,0.21734280179685145,"[[19, 56], [50, 56], [50, 70], [19, 70]]"
15.jpg,Omar Bin Abdulaz,0.6437323486294511,"[[47, 77], [154, 77], [154, 97], [47, 97]]"
15.jpg,Road,0.8561593294143677,"[[95, 95], [129, 95], [129, 111], [95, 111]]"
16.jpg,Fobtern Rinq Robd,0.24352436480513198,"[[28, 68], [134, 68], [134, 85], [28, 85]]"
17.jpg,Eastern Ring Road,0.9000432092281982,"[[47, 112], [248, 112], [248, 148], [47, 148]]"
18.jpg,Slom,0.33816802501678467,"[[8, 27], [39, 27], [39, 43], [8, 43]]"
19.jpg,PRince FAISAL Bin FAHD,0.6307055061200945,"[[24, 50], [227, 50], [227, 74], [24, 74]]"
19.jpg,MBI ABOOLAZTZ ST7oin,0.21916157097076022,"[[24, 66], [228, 66], [228, 91], [24, 91]]"
2.jpg,Omer Bln Abdulazlz Road,0.9272293458636571,"[[47, 70], [244, 70], [244, 94], [47, 94]]"
2.jpg,Fatlmah Al Zahra Street,0.81592250902134,"[[14, 174], [204, 174], [204, 198], [14, 198]]"
2.jpg,"3 UL""",0.31762601792255296,"[[140.2802656784306, 130.3885579247043], [202.11750268322513, 121.49377235270136], [205.7197343215694, 158.6114420752957], [144.88249731677487, 167.50622764729863]]"
20.jpg,OMAR Ibn ABDULAZIZ ROAD,0.4005597378736841,"[[10, 43], [222, 43], [222, 70], [10, 70]]"
20.jpg,Prince Faisal Bin FAHD,0.441324162856604,"[[27, 107], [203, 107], [203, 131], [27, 131]]"
20.jpg,Adyi,0.14524267613887787,"[[92.65465441200737, 74.52011985320812], [146.70207202559934, 65.94978534590679], [150.34534558799263, 88.47988014679188], [96.29792797440065, 97.05021465409321]]"
3.jpg,Fatimah A,0.9995381173492071,"[[14, 109], [120, 109], [120, 137], [14, 137]]"
4.jpg,Mokkoh,0.5217026419335994,"[[21, 28], [74, 28], [74, 45], [21, 45]]"
4.jpg,Lsyi,0.08002673089504242,"[[99, 110], [156, 110], [156, 134], [99, 134]]"
4.jpg,AI Ensad Strcctr,0.1404384668533741,"[[39, 132], [151, 132], [151, 153], [39, 153]]"
5.jpg,Ennnna,1.5842389247622428e-05,"[[25, 0], [82, 0], [82, 8], [25, 8]]"
5.jpg,AI Ehsaa Street,0.46480512254970907,"[[44, 111], [169, 111], [169, 131], [44, 131]]"
6.jpg,Al Ehsaa Street,0.6440954411137287,"[[50, 71], [198, 71], [198, 96], [50, 96]]"
8.jpg,YLv,0.054547534515372476,"[[28, 44], [73, 44], [73, 61], [28, 61]]"
8.jpg,Ainah,0.01813840167219103,"[[26, 77], [64, 77], [64, 86], [26, 86]]"
8.jpg,Ahm,0.10882715814774638,"[[40, 88], [61, 88], [61, 97], [40, 97]]"
9.jpg,CxT,0.04925659449098725,"[[3, 8], [31, 8], [31, 25], [3, 25]]"
