Image Name,Extracted Text,Confidence,Points
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000227_483.jpg,Eastern Ring Road,0.6797634405144188,"[[np.int32(38), np.int32(87)], [np.int32(166), np.int32(87)], [np.int32(166), np.int32(105)], [np.int32(38), np.int32(105)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000228_471 - Copy.jpg,Eastern Ring Road,0.8531257300752229,"[[np.int32(38), np.int32(95)], [np.int32(179), np.int32(95)], [np.int32(179), np.int32(116)], [np.int32(38), np.int32(116)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000228_471 - Copy.jpg,5 Sii,0.8140979635135324,"[[np.float64(128.71963120067105), np.float64(72.46355744080525)], [np.float64(180.74112567744027), np.float64(66.0158854866642)], [np.float64(182.28036879932895), np.float64(87.53644255919475)], [np.float64(131.25887432255973), np.float64(93.9841145133358)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000228_471.jpg,Eastern Ring Road,0.8531257300752229,"[[np.int32(38), np.int32(95)], [np.int32(179), np.int32(95)], [np.int32(179), np.int32(116)], [np.int32(38), np.int32(116)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000228_471.jpg,5 Sii,0.8140979635135324,"[[np.float64(128.71963120067105), np.float64(72.46355744080525)], [np.float64(180.74112567744027), np.float64(66.0158854866642)], [np.float64(182.28036879932895), np.float64(87.53644255919475)], [np.float64(131.25887432255973), np.float64(93.9841145133358)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000229_458 - Copy.jpg,Eastern Ring Road,0.9643594813870754,"[[np.int32(40), np.int32(101)], [np.int32(197), np.int32(101)], [np.int32(197), np.int32(125)], [np.int32(40), np.int32(125)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000229_458.jpg,Eastern Ring Road,0.9643594813870754,"[[np.int32(40), np.int32(101)], [np.int32(197), np.int32(101)], [np.int32(197), np.int32(125)], [np.int32(40), np.int32(125)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000231_415.jpg,Eastern Ring Road,0.9463739467080362,"[[np.int32(49), np.int32(116)], [np.int32(244), np.int32(116)], [np.int32(244), np.int32(143)], [np.int32(49), np.int32(143)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000232_384.jpg,Eastern Ring Road,0.9988752311853912,"[[np.int32(57), np.int32(67)], [np.int32(278), np.int32(67)], [np.int32(278), np.int32(99)], [np.int32(57), np.int32(99)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000233_345.jpg,Eastern Ring Road,0.9846877597887798,"[[np.int32(64), np.int32(4)], [np.int32(322), np.int32(4)], [np.int32(322), np.int32(41)], [np.int32(64), np.int32(41)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Pringe Motcod,0.6283778316434621,"[[np.int32(24), np.int32(116)], [np.int32(105), np.int32(116)], [np.int32(105), np.int32(129)], [np.int32(24), np.int32(129)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,i Jo,0.880306137773065,"[[np.float64(62.43826238111394), np.float64(69.75060990489115)], [np.float64(114.78885438199983), np.float64(63.10557280900009)], [np.float64(117.56173761888606), np.float64(80.24939009510885)], [np.float64(65.21114561800017), np.float64(87.89442719099992)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,city Center,0.5915004254955919,"[[np.int32(41), np.int32(140)], [np.int32(113), np.int32(140)], [np.int32(113), np.int32(154)], [np.int32(41), np.int32(154)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_761.jpg,Ibn Abjui Aziz,0.6645974493955631,"[[np.int32(25), np.int32(143)], [np.int32(117), np.int32(143)], [np.int32(117), np.int32(157)], [np.int32(25), np.int32(157)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_602.jpg,Rodd,0.6421060809019453,"[[np.int32(69), np.int32(112)], [np.int32(102), np.int32(112)], [np.int32(102), np.int32(126)], [np.int32(69), np.int32(126)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_602.jpg,Ji,0.9371090537813275,"[[np.int32(30), np.int32(134)], [np.int32(94), np.int32(134)], [np.int32(94), np.int32(151)], [np.int32(30), np.int32(151)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Omar Ibn Abdul Azlz,0.7434455784552894,"[[np.int32(17), np.int32(100)], [np.int32(165), np.int32(100)], [np.int32(165), np.int32(117)], [np.int32(17), np.int32(117)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Roud,0.8094338774681091,"[[np.int32(72), np.int32(120)], [np.int32(109), np.int32(120)], [np.int32(109), np.int32(135)], [np.int32(72), np.int32(135)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Clty Center,0.9620799727176733,"[[np.int32(47), np.int32(165)], [np.int32(131), np.int32(165)], [np.int32(131), np.int32(182)], [np.int32(47), np.int32(182)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_425.jpg,Prlnce Moteeb,0.6771889375895346,"[[np.int32(27), np.int32(125)], [np.int32(136), np.int32(125)], [np.int32(136), np.int32(143)], [np.int32(27), np.int32(143)]]"
