Image Name,Extracted Text,Confidence,Points
image_103_png.rf.597f1be187560bf7f8af5599b9bb9241.jpg,AIRE DE SERVICE,0.9160620832093178,"[[np.int32(1114), np.int32(169)], [np.int32(1426), np.int32(169)], [np.int32(1426), np.int32(223)], [np.int32(1114), np.int32(223)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,Taza,0.9609562754631042,"[[np.int32(1385), np.int32(506)], [np.int32(1452), np.int32(506)], [np.int32(1452), np.int32(533)], [np.int32(1385), np.int32(533)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,GUERCIF,0.976965797636983,"[[np.int32(1388), np.int32(557)], [np.int32(1485), np.int32(557)], [np.int32(1485), np.int32(584)], [np.int32(1388), np.int32(584)]]"
image_124_png.rf.3209f7b4748fdd0f7241410a53d28993.jpg,camions,0.5509936234465502,"[[np.int32(1511), np.int32(658)], [np.int32(1641), np.int32(658)], [np.int32(1641), np.int32(690)], [np.int32(1511), np.int32(690)]]"
image_124_png.rf.3209f7b4748fdd0f7241410a53d28993.jpg,A FAIBLE VITESSE,0.9720736235484687,"[[np.int32(1457), np.int32(697)], [np.int32(1704), np.int32(697)], [np.int32(1704), np.int32(729)], [np.int32(1457), np.int32(729)]]"
image_138_png.rf.1fccf97524f6ec2de36ff9ae2fc8ca75.jpg,RAS TABOUDA,0.7840860077310415,"[[np.int32(1485), np.int32(508)], [np.int32(1714), np.int32(508)], [np.int32(1714), np.int32(547)], [np.int32(1485), np.int32(547)]]"
image_145_png.rf.84b8baf6f83fd023cffb888f0a8c5ec3.jpg,RAs TABOUDA,0.5919377304931736,"[[np.int32(1326), np.int32(205)], [np.int32(1536), np.int32(205)], [np.int32(1536), np.int32(246)], [np.int32(1326), np.int32(246)]]"
image_145_png.rf.84b8baf6f83fd023cffb888f0a8c5ec3.jpg,BIR TAMTAM,0.9064043225795511,"[[np.int32(1338), np.int32(245)], [np.int32(1530), np.int32(245)], [np.int32(1530), np.int32(282)], [np.int32(1338), np.int32(282)]]"
image_148_png.rf.eb4d238a050fc3579c335e813765f56f.jpg,RAS TABOUDA,0.641428454654501,"[[np.int32(939), np.int32(218)], [np.int32(1156), np.int32(218)], [np.int32(1156), np.int32(255)], [np.int32(939), np.int32(255)]]"
image_148_png.rf.eb4d238a050fc3579c335e813765f56f.jpg,TaHLA,0.5608814205545869,"[[np.int32(689), np.int32(250)], [np.int32(795), np.int32(250)], [np.int32(795), np.int32(287)], [np.int32(689), np.int32(287)]]"
image_148_png.rf.eb4d238a050fc3579c335e813765f56f.jpg,OUJDA,0.9908178270774487,"[[np.int32(687), np.int32(286)], [np.int32(795), np.int32(286)], [np.int32(795), np.int32(325)], [np.int32(687), np.int32(325)]]"
image_184_png.rf.07fba0d466854c77c502bd12257c24f5.jpg,TAHLA,0.9027217887498267,"[[np.int32(1637), np.int32(530)], [np.int32(1743), np.int32(530)], [np.int32(1743), np.int32(569)], [np.int32(1637), np.int32(569)]]"
image_239_png.rf.1e436bcede3712ee0cc456054dd96a87.jpg,OUED AMLIL,0.6999074583481402,"[[np.int32(1467), np.int32(341)], [np.int32(1634), np.int32(341)], [np.int32(1634), np.int32(380)], [np.int32(1467), np.int32(380)]]"
image_239_png.rf.1e436bcede3712ee0cc456054dd96a87.jpg,Taza,0.8471981883049011,"[[np.int32(1472), np.int32(407)], [np.int32(1556), np.int32(407)], [np.int32(1556), np.int32(443)], [np.int32(1472), np.int32(443)]]"
image_239_png.rf.1e436bcede3712ee0cc456054dd96a87.jpg,GUERCIF,0.8953557700444718,"[[np.int32(1475), np.int32(468)], [np.int32(1599), np.int32(468)], [np.int32(1599), np.int32(504)], [np.int32(1475), np.int32(504)]]"
image_266_png.rf.453d8a4180ce6324770dc58048acf642.jpg,OUED AMLIL,0.9944443034847462,"[[np.int32(1433), np.int32(226)], [np.int32(1662), np.int32(226)], [np.int32(1662), np.int32(270)], [np.int32(1433), np.int32(270)]]"
image_273_png.rf.a6ba4caa996bc808e9f4e9e1a8779082.jpg,OUED AMLIL,0.6646357572294557,"[[np.int32(1284), np.int32(150)], [np.int32(1528), np.int32(150)], [np.int32(1528), np.int32(195)], [np.int32(1284), np.int32(195)]]"
image_279_png.rf.a4d0b6c149935d56df8afca8fe10f8c0.jpg,OUEST,0.9921342573614037,"[[np.int32(1726), np.int32(418)], [np.int32(1809), np.int32(418)], [np.int32(1809), np.int32(444)], [np.int32(1726), np.int32(444)]]"
