Image Name,Extracted Text,Confidence,Points
image_103_png.rf.597f1be187560bf7f8af5599b9bb9241.jpg,AIRE DE SERVICE,0.9954269614306057,"[[np.int32(1108), np.int32(162)], [np.int32(1429), np.int32(162)], [np.int32(1429), np.int32(229)], [np.int32(1108), np.int32(229)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,RAS TABOUDA 13,0.9718813251288027,"[[np.int32(1379), np.int32(455)], [np.int32(1587), np.int32(455)], [np.int32(1587), np.int32(488)], [np.int32(1379), np.int32(488)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,TAZA,0.7924796938896179,"[[np.int32(1382), np.int32(503)], [np.int32(1454), np.int32(503)], [np.int32(1454), np.int32(535)], [np.int32(1382), np.int32(535)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,GUERCIF,0.9745994976793824,"[[np.int32(1385), np.int32(553)], [np.int32(1487), np.int32(553)], [np.int32(1487), np.int32(585)], [np.int32(1385), np.int32(585)]]"
image_121_png.rf.7ce1d4e58474f381320931234caf61a2.jpg,OUJDA,0.825121108855488,"[[np.int32(1388), np.int32(604)], [np.int32(1470), np.int32(604)], [np.int32(1470), np.int32(636)], [np.int32(1388), np.int32(636)]]"
image_124_png.rf.3209f7b4748fdd0f7241410a53d28993.jpg,ATTENTION!,0.12332142887041364,"[[np.int32(1489), np.int32(615)], [np.int32(1662), np.int32(615)], [np.int32(1662), np.int32(658)], [np.int32(1489), np.int32(658)]]"
image_124_png.rf.3209f7b4748fdd0f7241410a53d28993.jpg,CAMIONS,0.8721475202485144,"[[np.int32(1509), np.int32(652)], [np.int32(1647), np.int32(652)], [np.int32(1647), np.int32(697)], [np.int32(1509), np.int32(697)]]"
image_124_png.rf.3209f7b4748fdd0f7241410a53d28993.jpg,AFAIBLE VITESSE,0.8928271599870565,"[[np.int32(1453), np.int32(693)], [np.int32(1708), np.int32(693)], [np.int32(1708), np.int32(736)], [np.int32(1453), np.int32(736)]]"
image_138_png.rf.1fccf97524f6ec2de36ff9ae2fc8ca75.jpg,33G ALS US),0.5924614130928921,"[[np.int32(1449), np.int32(359)], [np.int32(1725), np.int32(359)], [np.int32(1725), np.int32(439)], [np.int32(1449), np.int32(439)]]"
image_138_png.rf.1fccf97524f6ec2de36ff9ae2fc8ca75.jpg,RAS TABOUDA,0.9538642547553564,"[[np.int32(1479), np.int32(502)], [np.int32(1719), np.int32(502)], [np.int32(1719), np.int32(553)], [np.int32(1479), np.int32(553)]]"
